stations	0_0	0_1	0_2	0_3	0_4	0_5	0_6	0_7	0_8	0_9	0_10	0_11	0_12	0_13	0_14	0_15	0_16	0_17	0_18	0_19	0_20	0_21	0_22	0_23	1_0	1_1	1_2	1_3	1_4	1_5	1_6	1_7	1_8	1_9	1_10	1_11	1_12	1_13	1_14	1_15	1_16	1_17	1_18	1_19	1_20	1_21	1_22	1_23	2_0	2_1	2_2	2_3	2_4	2_5	2_6	2_7	2_8	2_9	2_10	2_11	2_12	2_13	2_14	2_15	2_16	2_17	2_18	2_19	2_20	2_21	2_22	2_23	3_0	3_1	3_2	3_3	3_4	3_5	3_6	3_7	3_8	3_9	3_10	3_11	3_12	3_13	3_14	3_15	3_16	3_17	3_18	3_19	3_20	3_21	3_22	3_23	4_0	4_1	4_2	4_3	4_4	4_5	4_6	4_7	4_8	4_9	4_10	4_11	4_12	4_13	4_14	4_15	4_16	4_17	4_18	4_19	4_20	4_21	4_22	4_23	5_0	5_1	5_2	5_3	5_4	5_5	5_6	5_7	5_8	5_9	5_10	5_11	5_12	5_13	5_14	5_15	5_16	5_17	5_18	5_19	5_20	5_21	5_22	5_23	6_0	6_1	6_2	6_3	6_4	6_5	6_6	6_7	6_8	6_9	6_10	6_11	6_12	6_13	6_14	6_15	6_16	6_17	6_18	6_19	6_20	6_21	6_22	6_23
臺灣師範大學(圖書館)	0	34	14	2	5	9	0	0	0	21	19	33	0	8	0	0	1	7	0	0	0	0	10	0	0	31	51	16	0	2	0	0	2	3	12	53	12	44	5	0	0	0	0	0	0	0	0	0	19	37	130	3	0	21	55	0	0	15	35	35	22	0	0	0	25	47	19	0	5	60	60	60	72	43	46	4	0	34	14	0	1	28	3	9	13	0	0	23	24	0	0	15	0	0	0	0	47	36	195	46	3	25	7	0	0	7	21	61	22	20	0	0	0	0	0	0	28	1	10	2	26	89	80	11	0	1	16	0	0	0	17	80	62	0	15	0	0	21	17	36	0	0	0	10	0	0	23	38	0	13	24	9	3	0	23	64	24	0	0	0	0	0	0	0	0	0	5	12
蔣渭水紀念公園	0	0	0	0	0	0	0	0	0	0	0	0	0	4	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	60	21	0	0	0
樹德公園	0	0	0	0	0	0	0	0	0	0	0	0	0	10	60	108	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	3	5	20	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	16	0	15	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	3	45	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	16	2	0	17	18	35	0	0	0	0	0	0	0
興雅國中	0	0	0	18	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	114	64	94	21	13	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	32	23	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	46	28	40	10	0	0	9	3	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	17	91	48	8	10	7	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	34	58	5	5	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	21	1	0	0	0	7	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
興豐公園	0	0	0	0	0	0	0	0	0	0	7	54	5	8	165	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	60	70	113	10	71	68	0	0	0	45	27	0	0	7	0	0	0	0	0	0	0	0	0	0	21	17	0	0	30	0	0	0	11	6	0	0	0	0	0	0	0	0	0	0	0	18	0	2	29	91	14	17	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	18	30	22	52	84	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	75	5	7	3	15	31	39	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	23	73	49	74	2	6	5	44	0	0	0	0
龍江南京路口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	36	0	0	5	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	25	0	2	3	10	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
龍門廣場	0	1	52	106	169	17	19	13	3	25	71	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	82	27	60	61	33	15	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	59	31	69	0	57	52	34	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	5	51	163	44	57	80	59	23	45	64	5	22	9	0	0	0	0	0	0	0	0	0	0	0	0	0	67	69	35	96	66	65	73	27	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	23	125	74	43	76	71	43	40	67	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	13	78	68	26	21	6	95	85	14	36	0	0	0	0	0	0	0	0	0	0	0
羅斯福景隆街口	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	22	51	43	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	54	8	28	0	0	0	0	0	0	26	20	16	0	0	0	0	0	0	0	0	0	0	6	14	32	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	30	2	13	20	23	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	23	0	12	19	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18	15	7	0	0	0	52	0	0	0	0
羅斯福新生南路口	0	0	0	0	45	11	0	0	0	25	75	108	7	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	53	37	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	61	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	62	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	20	17	63	13	0	0	0	0	0	0	0	0	0	0	0	13	6	4	0	10	0	0	0	0	7	30	55	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	45	92	4	0	0	0	0	0	0	0	0	0	0	0
羅斯福寧波東街口	0	0	0	0	16	25	0	0	0	0	0	0	3	0	7	23	0	0	0	0	0	0	0	0	11	6	0	38	0	0	0	0	54	22	0	15	0	37	11	21	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	19	11	20	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	9	4	34	12	7	75	25	12	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	59	22	5	6	11	11	12	4	0	0	0	0	0	0	0	0	0	0	0	26	41	5	0	0	26	27	0	0	0	27	36	0	0	0	0	0	2	0	0
麗山國小	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	47	0	0	0	0	0	0	0
饒河夜市	0	0	0	0	0	0	0	0	0	17	232	134	8	19	17	0	0	0	0	0	0	0	0	0	3	0	12	43	32	0	0	0	24	71	64	29	4	32	31	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	98	98	3	0	0	14	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	89	30	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	25	29	30	82	0	6	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	42	3	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	150	99	33	15	18	15	0	0	0	0	0	0	0	0
蘭雅公園	0	0	0	16	0	12	0	0	0	18	59	84	1	76	54	79	25	0	0	0	0	0	0	0	0	0	67	36	14	0	6	4	29	85	51	57	11	0	57	29	8	0	0	0	0	0	0	0	17	32	39	43	46	0	13	0	14	10	0	0	0	0	17	11	1	3	0	0	0	0	0	41	17	19	24	11	53	21	0	0	12	0	15	53	23	12	15	0	11	0	0	0	0	0	0	0	0	3	54	0	0	34	26	11	4	0	0	4	2	0	34	16	0	0	18	16	0	0	6	0	12	49	30	0	6	14	7	16	0	0	19	35	11	0	15	33	33	0	0	0	0	0	0	15	0	0	52	0	0	12	15	0	0	22	44	32	2	72	42	55	26	0	0	0	0	0	0	0
蘭興公園	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	74	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	34	9	19	37	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	79	3	12	12	47	40	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	50	0	0	0	35	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	36	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	26	0	0	0	0	0	0	0
Total	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Y-17青少年育樂中心	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	8	58	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	18	0	0	0	0	0	0	0	0	0	5	25	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aggregate_nobike	457	1027	693	1245	1421	727	381	342	194	1042	3055	2812	1848	3935	5345	2678	1098	209	105	135	201	24	182	965	1731	2485	1633	994	859	665	699	654	650	1767	3535	2718	1513	2048	3991	1330	205	82	41	336	239	37	229	590	1383	2296	1198	829	778	954	711	458	455	1784	2895	1899	1115	1478	2699	942	162	314	433	410	150	199	335	653	2009	2089	1319	675	858	919	642	411	503	1507	3129	2845	1126	1622	2867	964	303	169	112	174	19	31	129	549	1549	1731	1266	607	606	725	513	401	858	1988	3230	2664	1380	1890	3550	1315	311	154	122	132	87	39	233	548	1448	1653	878	612	952	864	697	662	783	1765	2543	2191	1442	1679	3226	1932	693	271	411	687	247	157	261	538	578	766	850	772	1499	929	593	504	481	1292	3259	2415	1230	1912	3438	2361	1219	366	560	893	379	224	368	551
